,품종,성별,무게(Kg),상태,나이,성격,색,중성화유무,건강,칩등록여부,보유물건
1616,믹스견,암컷,3,미입양,12,사람을 경계함,황색계열,아니오,미상,미상,무
1617,믹스견,수컷,3,미입양,12,사람을 경계함,황색계열,아니오,미상,미상,무
1618,믹스견,수컷,3,미입양,12,사람을 경계함,황색계열,아니오,미상,미상,무
1619,믹스견,암컷,3,입양,12,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1620,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1621,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1622,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1623,믹스견,수컷,4,미입양,12,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1624,진도견,수컷,23,미입양,48,사람을 잘 따름,흰색계열,미상,미상,미상,무
1625,말티즈,암컷,3.5,입양,60,사람을 경계함,흰색계열,미상,"털이 많이 엉킴, 혈뇨를 봄",미상,무
1626,믹스견,수컷,20,미입양,156,사람을 경계함,흰색계열,아니오,미상,미상,무
1627,믹스견,수컷,15,미입양,156,사람을 경계함,검정색계열,아니오,미상,미상,무
1628,믹스견,수컷,18,입양,36,중립,흰색계열,아니오,미상,미상,무
1629,믹스견,암컷,8,입양,156,사람을 잘 따름,혼합색계열,미상,밥을 잘 먹음,미상,무
1630,푸들,수컷,6.5,미입양,96,사람을 잘 따름,갈색계열,예,중성화 돼있음,미상,무
1631,치와와,암컷,3.5,입양,48,사람을 경계함,흰색계열,미상,미상,미상,무
1632,믹스견,암컷,14,미입양,156,사람을 잘 따름,흰색계열,아니오,기력이 없음,미상,무
1633,믹스견,암컷,17,미입양,48,사람을 잘 따름,황색계열,미상,미상,미상,무
1634,진도견,수컷,25,미입양,72,사람을 잘 따름,흰색계열,아니오,심장사상충 양성,미상,무
1635,믹스견,수컷,17,미입양,48,사람을 경계함,흰색계열,아니오,미상,미상,무
1636,믹스견,암컷,9,미입양,48,사람을 잘 따름,혼합색계열,미상,심장사상충 양성,미상,유
1637,라브라도 리트리버,암컷,25,입양,48,사람을 잘 따름,검정색계열,미상,심장사상충 양성,미상,무
1638,믹스견,수컷,17,미입양,60,사람을 잘 따름,흰색계열,아니오,뒷발 털 빠짐 있음,미상,유
1639,믹스견,암컷,12,미입양,12,사람을 잘 따름,황색계열,아니오,미상,미상,무
1640,진도견,수컷,25,입양,72,중립,흰색계열,아니오,미상,미상,무
1641,믹스견,암컷,1,입양,12,중립,검정색계열,아니오,미상,미상,유
1642,믹스견,수컷,1.5,입양,12,중립,혼합색계열,아니오,미상,미상,유
1643,믹스견,수컷,25,미입양,36,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1644,믹스견,수컷,8,미입양,60,중립,황색계열,아니오,"양쪽 뒷다리 관골골절, 기립불능",미상,무
1645,골든 리트리버,수컷,22,입양,84,사람을 잘 따름,황색계열,아니오,심장사상충 양성,미상,무
1646,믹스견,암컷,20,미입양,132,사람을 잘 따름,황색계열,미상,심장사상충 양성이 의심됨,미상,무
1647,믹스견,수컷,5.5,입양,36,사람을 잘 따름,황색계열,미상,미상,미상,무
1648,믹스견,수컷,17,미입양,48,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1649,믹스견,수컷,18,미입양,36,중립,흰색계열,아니오,안구충혈이 심함,미상,무
1650,푸들,수컷,5.5,입양,84,중립,갈색계열,아니오,미상,미상,무
1651,믹스견,암컷,2.5,입양,12,사람을 잘 따름,황색계열,아니오,미상,미상,무
1652,믹스견,수컷,3,입양,12,사람을 잘 따름,황색계열,아니오,미상,미상,무
1653,믹스견,암컷,4,입양,155,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1654,믹스견,수컷,14,미입양,95,사람을 잘 따름,흰색계열,예,발톱이 많이 길며 배꼽탈장 의심,있음,유
1655,믹스견,암컷,10,미입양,35,사람을 잘 따름,흰색계열,미상,많이 마름,미상,무
1656,믹스견,암컷,20,미입양,71,사람을 잘 따름,혼합색계열,미상,심장사상충 양성,미상,무
1657,골든 리트리버,암컷,10,입양,11,사람을 잘 따름,흰색계열,아니오,매우 마름,미상,무
1658,믹스견,암컷,17,미입양,71,사람을 잘 따름,흰색계열,아니오,심장사상충 양성,미상,무
1659,믹스견,암컷,25,미입양,95,사람을 잘 따름,혼합색계열,아니오,"심장사상충 양성, 젖이 많이 불어있음",미상,무
1660,믹스견,수컷,9,미입양,35,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1661,믹스견,수컷,18,입양,35,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1662,믹스견,수컷,3.5,입양,11,사람을 경계함,혼합색계열,아니오,다리 짧음,미상,무
1663,믹스견,수컷,3.5,입양,11,중립,흰색계열,아니오,다리 짧음,미상,무
1664,코카 스파니엘,수컷,7,입양,35,중립,흰색계열,아니오,미상,미상,무
1665,코카 스파니엘,수컷,7,입양,35,중립,흰색계열,아니오,미상,미상,무
1666,믹스견,수컷,13,미입양,35,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1667,믹스견,수컷,13,미입양,35,사람을 잘 따름,회색계열,아니오,미상,미상,무
1668,믹스견,수컷,2.5,미입양,11,사람을 잘 따름,황색계열,아니오,미상,미상,무
1669,믹스견,암컷,2.5,미입양,11,사람을 경계함,황색계열,아니오,미상,미상,무
1670,믹스견,암컷,2.5,미입양,11,사람을 경계함,황색계열,아니오,미상,미상,무
1671,믹스견,암컷,2.5,미입양,11,사람을 경계함,황색계열,아니오,미상,미상,무
1672,믹스견,암컷,6,미입양,11,중립,검정색계열,아니오,미상,미상,무
1673,믹스견,암컷,3.5,입양,35,사람을 잘 따름,황색계열,아니오,생리중,미상,무
1674,믹스견,수컷,2.5,미입양,11,중립,흰색계열,아니오,미상,미상,무
1675,믹스견,암컷,2.5,미입양,11,중립,흰색계열,아니오,미상,미상,무
1676,믹스견,암컷,2.5,미입양,11,중립,흰색계열,아니오,미상,미상,무
1677,믹스견,수컷,8,미입양,47,중립,혼합색계열,아니오,"뒷다리 상처, 치료 필요",미상,무
1678,믹스견,암컷,8,미입양,47,사람을 잘 따름,혼합색계열,아니오,밥 잘먹음,미상,무
1679,믹스견,수컷,8,미입양,11,사람을 잘 따름,황색계열,아니오,미상,미상,무
1680,믹스견,암컷,8,미입양,11,사람을 잘 따름,흰색계열,미상,미상,미상,무
1681,믹스견,수컷,2.5,입양,11,중립,혼합색계열,아니오,미상,미상,무
1682,올드 잉글리쉬 불독,암컷,13,입양,47,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1683,푸들,암컷,4,입양,47,사람을 잘 따름,흰색계열,미상,등쪽에 상처(피부병) 있음,미상,무
1684,푸들,수컷,6,입양,71,사람을 잘 따름,갈색계열,아니오,검사결과 심장사상충 양성,미상,무
1685,푸들,암컷,2.8,입양,83,사람을 잘 따름,갈색계열,미상,미상,미상,유
1686,라브라도 리트리버,수컷,25,미입양,47,중립,검정색계열,아니오,"결막염 증상, 앞다리 뒷쪽 까짐, 심장사상충 양성",미상,무
1687,믹스견,암컷,25,미입양,59,사람을 잘 따름,흰색계열,아니오,미상,미상,유
1688,믹스견,암컷,9,입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1689,푸들,수컷,3.5,입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1690,믹스견,암컷,0.35,미입양,10,중립,검정색계열,아니오,미상,미상,무
1691,믹스견,수컷,0.35,미입양,10,중립,검정색계열,아니오,미상,미상,무
1692,믹스견,암컷,0.34,미입양,10,중립,갈색계열,아니오,미상,미상,무
1693,믹스견,수컷,0.34,미입양,10,중립,갈색계열,아니오,미상,미상,무
1694,믹스견,수컷,0.34,미입양,10,중립,흰색계열,아니오,미상,미상,무
1695,믹스견,암컷,0.35,미입양,10,중립,흰색계열,아니오,미상,미상,무
1696,믹스견,암컷,16,미입양,58,사람을 경계함,흰색계열,아니오,눈에 염증이 있으며 눈꼽이 많이 낀 상태.,미상,무
1697,믹스견,수컷,7,미입양,46,사람을 잘 따름,혼합색계열,아니오,눈에 황색반점이 있으며 눈물자국이 많음,미상,무
1698,말티즈,암컷,4,미입양,130,중립,흰색계열,미상,피부털빠짐이 심함(전신탈모),미상,유
1699,믹스견,암컷,18,입양,58,사람을 경계함,흰색계열,아니오,젖이 많이 불어있음,미상,무
1700,믹스견,암컷,3.5,미입양,10,사람을 잘 따름,회색계열,아니오,미상,미상,무
1701,믹스견,암컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1702,믹스견,암컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1703,믹스견,수컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1704,믹스견,수컷,3,입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1705,믹스견,수컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1706,믹스견,수컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1707,믹스견,수컷,8,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1708,믹스견,수컷,10,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1709,라브라도 리트리버,암컷,30,입양,94,사람을 잘 따름,혼합색계열,아니오,임신상태(가능성),미상,무
1710,믹스견,암컷,15,미입양,46,중립,검정색계열,아니오,"피부병(모낭충) 전신 감염, 예후가 좋지 않음",미상,무
1711,믹스견,암컷,8,미입양,46,중립,황색계열,미상,"안면 피부염 감염, 머리와 허리쪽 피부 빠짐 있음",미상,무
1712,올드 잉글리쉬 불독,암컷,10,미입양,82,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1713,믹스견,암컷,3.5,입양,46,중립,흰색계열,아니오,미상,미상,무
1714,믹스견,수컷,10,미입양,82,중립,혼합색계열,아니오,"주관절(우측)골절 및 전신피부병(기생충성) 감염, 예후가 좋지 않음.",미상,무
1715,라브라도 리트리버,수컷,35,입양,70,사람을 잘 따름,혼합색계열,아니오,밥도 잘 먹음,미상,무
1716,믹스견,암컷,3,입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,유
1717,믹스견,암컷,2.5,미입양,10,중립,황색계열,아니오,전신피부병 있음,미상,무
1718,믹스견,암컷,2.5,미입양,10,중립,황색계열,아니오,전신피부병 있음,미상,무
1719,믹스견,수컷,2.5,미입양,10,중립,검정색계열,아니오,전신피부병 있음,미상,무
1720,믹스견,암컷,2.5,미입양,10,중립,검정색계열,아니오,전신피부병 있음,미상,무
1721,믹스견,수컷,2.5,미입양,10,중립,흰색계열,아니오,전신피부병 있음,미상,무
1722,믹스견,암컷,20,미입양,58,사람을 경계함,황색계열,미상,임신상태(가능성)로 추정됨,미상,무
1723,믹스견,암컷,4,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1724,삽살개,수컷,25,미입양,82,중립,혼합색계열,미상,털이 심하게 뭉쳐있으며 털갈이 함.,미상,무
1725,믹스견,수컷,3,입양,10,중립,검정색계열,아니오,미상,미상,무
1726,믹스견,암컷,3,미입양,10,중립,검정색계열,아니오,미상,미상,무
1727,믹스견,암컷,3,입양,10,중립,검정색계열,아니오,미상,미상,무
1728,믹스견,암컷,3,미입양,10,중립,흰색계열,아니오,미상,미상,무
1729,믹스견,암컷,3,미입양,10,중립,흰색계열,아니오,미상,미상,무
1730,믹스견,암컷,20,미입양,46,중립,검정색계열,아니오,미상,미상,무
1731,믹스견,수컷,11,미입양,46,사람을 잘 따름,갈색계열,아니오,미상,미상,무
1732,믹스견,수컷,13,미입양,46,사람을 경계함,혼합색계열,아니오,미상,미상,무
1733,치와와,암컷,4.5,입양,94,사람을 잘 따름,검정색계열,미상,백내장이 의심됨,미상,무
1734,믹스견,암컷,2,미입양,10,사람을 경계함,혼합색계열,아니오,미상,미상,무
1735,믹스견,암컷,2,미입양,10,사람을 경계함,혼합색계열,아니오,미상,미상,무
1736,믹스견,수컷,2,미입양,10,사람을 경계함,흰색계열,아니오,미상,미상,무
1737,믹스견,암컷,2,미입양,10,사람을 경계함,황색계열,아니오,미상,미상,무
1738,웰시 코기 카디건,수컷,12,입양,70,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1739,말티즈,수컷,3,미입양,82,중립,흰색계열,아니오,"하악(좌측)결손, 예후가 좋지 않음",미상,무
1740,믹스견,수컷,4,미입양,10,중립,흰색계열,아니오,미상,미상,무
1741,믹스견,수컷,4,미입양,10,중립,흰색계열,아니오,미상,미상,무
1742,말티즈,암컷,1.8,미입양,130,사람을 잘 따름,흰색계열,미상,복부쪽 탈장이 의심됨,미상,무
1743,믹스견,암컷,4,입양,10,사람을 잘 따름,황색계열,아니오,미상,미상,무
1744,믹스견,암컷,0.6,입양,10,사람을 잘 따름,검정색계열,아니오,미상,미상,무
1745,믹스견,수컷,0.6,입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1746,푸들,암컷,2.7,입양,58,사람을 경계함,회색계열,미상,요골 골절,미상,무
1747,믹스견,암컷,20,미입양,94,중립,흰색계열,아니오,"전신 구더기 감염, 걷지를 못하며 예후가 좋지 않음",미상,무
1748,믹스견,수컷,0.8,미입양,10,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1749,믹스견,암컷,6,미입양,34,사람을 경계함,흰색계열,아니오,미상,미상,무
1750,진도견,수컷,30,미입양,34,사람을 잘 따름,흰색계열,미상,움직임이 거의 없음,미상,무
1751,믹스견,수컷,10,미입양,154,사람을 경계함,혼합색계열,아니오,미상,미상,무
1752,믹스견,수컷,6,미입양,154,사람을 경계함,흰색계열,아니오,아래 치아 부정교합 있음,미상,무
1753,믹스견,수컷,9,미입양,34,사람을 경계함,흰색계열,아니오,미상,미상,무
1754,믹스견,수컷,9,미입양,34,사람을 경계함,검정색계열,아니오,미상,미상,무
1755,믹스견,암컷,6,미입양,154,중립,황색계열,미상,미상,미상,무
1756,믹스견,암컷,7,미입양,154,중립,혼합색계열,미상,미상,미상,무
1757,믹스견,암컷,10,미입양,10,사람을 잘 따름,황색계열,미상,피부병이 심함,미상,무
1758,믹스견,수컷,2,미입양,10,중립,검정색계열,아니오,미상,미상,무
1759,믹스견,암컷,2,입양,10,중립,혼합색계열,아니오,미상,미상,무
1760,믹스견,수컷,2,미입양,10,중립,황색계열,아니오,미상,미상,무
1761,믹스견,암컷,2,미입양,10,중립,황색계열,아니오,미상,미상,무
1762,믹스견,수컷,27,미입양,58,중립,흰색계열,아니오,피부병이 심함,미상,무
1763,믹스견,암컷,0.3,입양,10,중립,흰색계열,아니오,미상,미상,유
1764,믹스견,암컷,0.3,입양,10,중립,흰색계열,아니오,미상,미상,무
1765,믹스견,암컷,0.3,미입양,10,중립,혼합색계열,아니오,미상,미상,무
1766,믹스견,암컷,0.3,미입양,10,중립,검정색계열,아니오,미상,미상,무
1767,믹스견,수컷,0.3,입양,10,중립,검정색계열,아니오,미상,미상,무
1768,믹스견,암컷,12,미입양,58,중립,흰색계열,아니오,미상,미상,무
1769,푸들,암컷,4,미입양,106,사람을 잘 따름,갈색계열,미상,털이 많이 엉켜있음,미상,무
1770,믹스견,수컷,4,미입양,82,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1771,믹스견,암컷,2.5,미입양,9,중립,흰색계열,아니오,미상,미상,유
1772,믹스견,암컷,2.5,미입양,9,중립,황색계열,아니오,미상,미상,유
1773,믹스견,암컷,2.5,미입양,9,중립,황색계열,아니오,미상,미상,유
1774,믹스견,수컷,2.5,미입양,9,중립,황색계열,아니오,미상,미상,유
1775,포메라니안,수컷,3.8,입양,57,사람을 잘 따름,혼합색계열,예,미상,미상,무
1776,믹스견,암컷,10,미입양,57,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1777,믹스견,암컷,22,미입양,69,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1778,믹스견,수컷,2.5,미입양,9,사람을 잘 따름,황색계열,아니오,미상,미상,무
1779,믹스견,암컷,2.5,미입양,9,사람을 경계함,황색계열,아니오,미상,미상,무
1780,믹스견,수컷,1.5,입양,9,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1781,믹스견,수컷,3.59,입양,45,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1782,믹스견,수컷,7,입양,45,사람을 잘 따름,혼합색계열,예,몸에 재색 반점이 있음,미상,무
1783,믹스견,수컷,4,미입양,9,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1784,믹스견,암컷,18,미입양,45,사람을 잘 따름,흰색계열,미상,미상,미상,무
1785,푸들,수컷,6,입양,57,중립,갈색계열,아니오,미상,미상,유
1786,믹스견,수컷,10,미입양,33,사람을 잘 따름,혼합색계열,미상,미상,미상,유
1787,푸들,암컷,6.5,입양,105,사람을 잘 따름,갈색계열,미상,미상,미상,무
1788,퍼그,암컷,7,입양,33,사람을 잘 따름,검정색계열,미상,혀를 계속 내밀고 있음,미상,무
1789,진도견,암컷,20,미입양,45,사람을 잘 따름,흰색계열,아니오,"결막염, 생리",미상,무
1790,저먼 셰퍼드 독,암컷,27,입양,81,중립,갈색계열,미상,미상,있음,무
1791,믹스견,수컷,4,입양,69,사람을 잘 따름,흰색계열,미상,미상,미상,유
1792,믹스견,암컷,0.85,입양,9,중립,흰색계열,아니오,미상,미상,무
1793,믹스견,암컷,0.85,입양,9,중립,흰색계열,아니오,미상,미상,무
1794,믹스견,수컷,0.85,입양,9,중립,흰색계열,아니오,미상,미상,무
1795,믹스견,암컷,3,입양,45,사람을 잘 따름,황색계열,아니오,미상,미상,유
1796,푸들,수컷,5,입양,69,사람을 경계함,갈색계열,미상,털빠짐이 살짝 있음,미상,무
1797,푸들,수컷,6,입양,93,사람을 잘 따름,갈색계열,아니오,털이 심하게 엉켜있음,미상,무
1798,믹스견,수컷,2,미입양,9,사람을 잘 따름,황색계열,아니오,미상,미상,무
1799,진도견,수컷,17,미입양,57,사람을 잘 따름,흰색계열,아니오,매우 많이 마름,미상,무
1800,말티즈,수컷,3.5,입양,69,사람을 잘 따름,흰색계열,예,미상,미상,유
1801,믹스견,암컷,8,입양,57,사람을 잘 따름,흰색계열,미상,미상,미상,무
1802,믹스견,수컷,1.5,입양,9,중립,흰색계열,아니오,미상,미상,무
1803,믹스견,수컷,1.5,입양,9,중립,흰색계열,아니오,미상,미상,무
1804,믹스견,수컷,1.5,입양,9,중립,흰색계열,아니오,미상,미상,무
1805,믹스견,수컷,1.5,입양,9,중립,흰색계열,아니오,미상,미상,무
1806,믹스견,암컷,1.5,미입양,9,중립,흰색계열,아니오,미상,미상,무
1807,믹스견,암컷,1.5,미입양,9,중립,흰색계열,아니오,미상,미상,무
1808,믹스견,암컷,1.5,미입양,9,중립,흰색계열,아니오,미상,미상,무
1809,믹스견,암컷,22,미입양,45,중립,흰색계열,아니오,미상,미상,무
1810,믹스견,암컷,11,미입양,33,사람을 잘 따름,흰색계열,미상,미상,미상,무
1811,믹스견,수컷,10,미입양,33,사람을 잘 따름,황색계열,미상,미상,미상,무
1812,진도견,수컷,25,입양,81,중립,검정색계열,아니오,미상,미상,무
1813,말티즈,암컷,3.3,미입양,129,중립,흰색계열,미상,"복부쪽 3cm 종양 2개, 복수 과다, 호흡 곤란, 예후 좋지 않음",미상,무
1814,믹스견,암컷,5,입양,57,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1815,믹스견,암컷,3.5,입양,9,사람을 잘 따름,혼합색계열,미상,미상,미상,유
1816,믹스견,수컷,3.5,미입양,153,중립,검정색계열,아니오,미상,미상,무
1817,믹스견,암컷,3.5,입양,153,사람을 잘 따름,검정색계열,아니오,미상,미상,무
1818,말티즈,수컷,4,입양,45,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1819,믹스견,암컷,18,미입양,45,중립,황색계열,아니오,"전신피부명, 모낭충의심",미상,무
1820,믹스견,수컷,10,미입양,153,사람을 경계함,흰색계열,아니오,힘이 없음,미상,무
1821,믹스견,암컷,8,미입양,9,중립,혼합색계열,미상,"교통사고(관골 및 대퇴골골절)로 인한 기립불능, 의식없음",미상,무
1822,믹스견,암컷,9,미입양,45,중립,흰색계열,미상,미상,미상,유
1823,셰퍼드,수컷,24,입양,93,사람을 잘 따름,혼합색계열,미상,털갈이함,미상,유
1824,말티즈,암컷,2.7,입양,93,중립,흰색계열,미상,결막염이 심하며 백내장 진행이 의심됨.,미상,무
1825,믹스견,암컷,5,입양,45,중립,검정색계열,미상,미상,미상,유
1826,믹스견,암컷,3.5,입양,93,사람을 잘 따름,흰색계열,미상,미상,미상,유
1827,불독,암컷,16,입양,69,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1828,시베리안 허스키,수컷,8,입양,8,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1829,시베리안 허스키,수컷,23,미입양,68,사람을 잘 따름,혼합색계열,아니오,우측 하악 앞니부터 송곳니 치아 및 잇몸 손상,미상,무
1830,푸들,수컷,5,입양,80,중립,갈색계열,미상,미용 돼 있음,미상,무
1831,포메라니안,수컷,3.5,미입양,32,사람을 잘 따름,황색계열,미상,호흡기가 좋지 않음,미상,무
1832,믹스견,암컷,2.2,미입양,8,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1833,믹스견,수컷,20,미입양,152,사람을 잘 따름,흰색계열,미상,미상,미상,무
1834,진도견,암컷,25,미입양,152,사람을 잘 따름,흰색계열,미상,미상,미상,유
1835,믹스견,수컷,22,미입양,152,사람을 잘 따름,황색계열,예,미상,미상,유
1836,믹스견,수컷,12,미입양,152,사람을 잘 따름,흰색계열,미상,눈 밑에 딱지 있음,미상,무
1837,믹스견,수컷,3,미입양,8,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1838,믹스견,암컷,12,미입양,152,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1839,진도견,수컷,20,미입양,68,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1840,진도견,암컷,13,입양,32,사람을 잘 따름,흰색계열,미상,미상,미상,무
1841,진도견,암컷,18,입양,44,사람을 잘 따름,흰색계열,미상,미상,미상,무
1842,푸들,암컷,4,입양,92,사람을 잘 따름,갈색계열,미상,미상,미상,무
1843,믹스견,수컷,17,미입양,44,중립,흰색계열,미상,미상,미상,무
1844,믹스견,암컷,0.25,입양,8,중립,혼합색계열,아니오,"피부병, 설사증상 있음",미상,무
1845,믹스견,수컷,0.25,입양,8,중립,혼합색계열,아니오,피부병과 설사증상 있음,미상,무
1846,믹스견,암컷,0.25,입양,8,중립,갈색계열,아니오,"피부병, 설사증상 있음",미상,무
1847,진도견,암컷,11,미입양,152,사람을 잘 따름,흰색계열,미상,미상,미상,무
1848,믹스견,암컷,5,미입양,92,사람을 잘 따름,흰색계열,미상,미상,미상,무
1849,믹스견,수컷,7,미입양,152,사람을 잘 따름,흰색계열,아니오,콧잔등이 까져있으며 분홍빛을 띔,미상,무
1850,믹스견,암컷,16,미입양,152,사람을 잘 따름,흰색계열,미상,미상,미상,유
1851,믹스견,암컷,5,미입양,44,중립,흰색계열,미상,"부분 탈모, 꼬리가 말려 있음",미상,무
1852,믹스견,암컷,9,미입양,44,중립,흰색계열,미상,"목 옆과 등어리 일부 피부염, 털 자르고 치료한 흔적 있음",미상,무
1853,믹스견,수컷,7,미입양,44,중립,혼합색계열,아니오,교통사고로 인한 관골골절 및 기립불능(전신마비상태),미상,무
1854,믹스견,수컷,20,미입양,56,중립,흰색계열,미상,"교통사고로 인한 후구마비, 기립불능",미상,무
1855,믹스견,암컷,4,입양,8,중립,흰색계열,아니오,미상,미상,유
1856,말티즈,수컷,5,입양,44,중립,흰색계열,미상,미상,미상,무
1857,시츄,수컷,9,입양,80,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1858,믹스견,수컷,5,미입양,8,사람을 경계함,황색계열,아니오,"전신탈모, 피부병이 심함",미상,무
1859,믹스견,수컷,11,미입양,44,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1860,믹스견,수컷,17,미입양,32,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1861,믹스견,암컷,5,입양,8,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1862,말티즈,수컷,4.2,입양,152,사람을 잘 따름,흰색계열,예,미상,미상,무
1863,페키니즈,수컷,7,입양,92,사람을 잘 따름,흰색계열,예,미상,미상,무
1864,믹스견,수컷,16,미입양,32,사람을 경계함,흰색계열,아니오,왼쪽 앞발목 부상,미상,무
1865,진도견,수컷,20,미입양,44,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1866,믹스견,수컷,20,입양,56,사람을 잘 따름,황색계열,미상,미상,미상,무
1867,퍼그,암컷,2.5,입양,8,중립,검정색계열,아니오,백내장 의심,미상,무
1868,믹스견,수컷,15,미입양,32,사람을 경계함,흰색계열,아니오,미상,미상,무
